query_time,user_id,query,result_rank,click_rank,click_url,matched_seed
00:48:54,12690498310274972,笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=7PnEif2yyMCwyYVNl2ylllrAlyll4eS2lFwXng7a3jISllllGxRvlb43sGWesrgXe2ylllll&q=cGlkPWZ5bG9uZyZyPTEzJmg9MTY4NDQ0NzIwJnY9NyZjPU8A&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259466%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
00:51:13,9039184950797928,敷完面膜后怎样护肤,10,1,www.pclady.com.cn/beauty/skin/skin/0710/203518_4.html,面膜
00:53:56,2820221118226783,索尼笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=RxcXvfknqKewyY3FlxclllrAlyll4eSulFwXnNEUVHOSllllGxphltsTenpehr847bfCiDFUllllll==&q=cGlkPWZ5bG9uZyZyPTI3Jmg9MTY4NDQ0NzIwJnY9NyZjPU8A&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259450%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
01:07:19,6113327817208404,请问屈臣氏的面膜,4,1,wenwen.soso.com/z/q60472031.htm,面膜
01:18:03,20460360555932738,自制瘦脸面膜,1,1,health.sohu.com/20060810/n244710755.shtml,面膜
01:19:02,12820347188970743,神舟笔记本电脑如何,2,2,iask.sina.com.cn/b/1995057.html,笔记本电脑
01:19:35,20460360555932738,自制瘦脸面膜,3,2,zhidao.baidu.com/question/22234821,面膜
01:29:10,7757137928987272,全智贤洗发水,2,12,v.youku.com/v_show/id_cl00XODk3Mjg=.html,洗发水
01:30:33,7757137928987272,全智贤洗发水,4,13,www.efu.com.cn/data/2006/2006-01-13/134496.shtml,洗发水
01:53:56,4573241718173194,蓝牙耳机有什么用,1,3,zhidao.baidu.com/question/9324222,蓝牙耳机
01:53:59,4573241718173194,蓝牙耳机有什么用,2,4,zhidao.baidu.com/question/9758118.html,蓝牙耳机
01:54:00,4573241718173194,蓝牙耳机有什么用,3,5,ks.cn.yahoo.com/question/1406052300852.html,蓝牙耳机
01:54:03,4573241718173194,蓝牙耳机有什么用,4,6,ks.cn.yahoo.com/question/1306073102617.html,蓝牙耳机
01:58:25,1520014257856615,补水美容护肤面膜,1,6,bbs.eladies.sina.com.cn/tableforum/App/view.php?bbsid=34&subid=1&fid=153913&tbid=6702,面膜
02:00:35,1520014257856615,补水美容护肤面膜,8,7,bbs.eladies.sina.com.cn/tableforum/App/view.php?bbsid=34&subid=1&fid=144533&tbid=3093,面膜
02:01:29,1520014257856615,平价补水面膜,1,9,zhidao.baidu.com/question/30059219,面膜
02:01:56,1520014257856615,平价补水面膜,3,10,www.101do.com/meirong/pinpai/1437.html,面膜
02:17:50,1520014257856615,平价补水面膜,10,11,bbs.dogoo.cn/viewthread.php?tid=27367,面膜
02:18:16,8045602423970162,家庭自制瘦脸面膜,1,2,bbs.hljradio.com/simple/index.php?t193669.html,面膜
02:32:25,46557986239076043,笔记本电脑,9,4,notebook.pconline.com.cn/,笔记本电脑
02:36:08,5769997179044723,笔记本电脑,4,6,notebook.yesky.com/,笔记本电脑
02:36:58,46557986239076043,笔记本电脑,6,5,notebook.yesky.com/,笔记本电脑
02:39:14,46557986239076043,惠普笔记本电脑,1,7,product.it168.com/list/b/03010112_1.shtml,笔记本电脑
02:39:21,46557986239076043,惠普笔记本电脑,2,8,www.pconline.com.cn/notebook/pinpai/hp/,笔记本电脑
02:42:40,5769997179044723,笔记本电脑,2,7,click.cpc.sogou.com/bill_cpc?p=@mw0lCrdPcxwyBIelxcll4TFlZlxnwcClF3uT2XNiUPqllllpxwvlE43sGWesrgXe2ylllll&q=cGlkPXNvaHUmcj0zMyZoPTE2ODQ0NDcyMCZ2PTEmYz1PAA==&url=http://www.hzysm.com,笔记本电脑
02:57:20,46557986239076043,惠普笔记本电脑,3,9,product.enet.com.cn/price/plist4_2283.shtml,笔记本电脑
03:02:22,46557986239076043,惠普笔记本电脑,6,10,product.danawa.com.cn/list/C_1108.html,笔记本电脑
03:31:33,19367571307130887,神舟笔记本电脑如何,2,1,iask.sina.com.cn/b/1995057.html,笔记本电脑
03:36:13,19367571307130887,七喜笔记本电脑如何,2,2,bbs.pcpop.com/080416/1868015.html,笔记本电脑
03:37:24,19367571307130887,七喜笔记本电脑如何,4,3,iask.sina.com.cn/b/11922951.html,笔记本电脑
03:38:48,19367571307130887,七喜笔记本电脑如何,5,4,itbbs-arch.pconline.com.cn/topic.jsp?tid=2407558,笔记本电脑
03:40:03,19367571307130887,七喜笔记本电脑如何,8,5,detail.china.alibaba.com/buyer/offerdetail/84178384.html,笔记本电脑
03:40:40,19367571307130887,七喜笔记本电脑如何,9,6,www.pc165.com/read/45/45569.htm,笔记本电脑
03:44:31,5136402231720649,敷完面膜后怎样护肤,4,1,women.sohu.com/20060414/n242792103.shtml,面膜
03:45:45,5136402231720649,敷完面膜后怎样护肤,10,2,www.pclady.com.cn/beauty/skin/skin/0710/203518_4.html,面膜
04:01:55,6600260882101903,笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=hUyyOr1X3@qwyzfOl2ylllrAlyll4eS2lFwXngyqOJNSllllGxjjlb43sGWesrgXe2ylllll&q=cGlkPWZ5bG9uZyZyPTgmaD0xNjg0NDQ3MjAmdj03JmM9TwA=&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259466%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
04:06:34,16767698173087858,索尼笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=v6IX2E$GuzJwyz@plxclllrAlyll4eSulFwXnFZyt7SSllllGxVjltsTenpehr847bfCiDFUllllll==&q=cGlkPWZ5bG9uZyZyPTIwJmg9MTY4NDQ0NzIwJnY9NyZjPU8A&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259450%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
04:56:57,03472901375494597,惠普笔记本电脑,3,6,product.enet.com.cn/price/plist4_2283.shtml,笔记本电脑
05:00:29,03472901375494597,惠普笔记本电脑价格,2,8,product.it168.com/list/b/03010112_1.shtml,笔记本电脑
06:07:23,8263860741311595,剖腹产+刀口红肿,1,1,ask-test.39.net/pwk/topic-790427.html,口红
06:08:00,8263860741311595,剖腹产+刀口红肿,5,2,www.beingclub.com/hudong/ask-show-1003-18067.html,口红
06:11:37,8263860741311595,剖腹产+刀口红肿,56,8,ask.999120.net/2007-3/11/180143013100.html,口红
06:33:05,12550388565286813,专业洗发水推荐,1,6,iask.sina.com.cn/b/2340851.html?from=related,洗发水
06:34:30,12550388565286813,专业洗发水推荐,6,8,bbs.trends.com.cn/archive/index.php/t-429894.html,洗发水
06:35:42,12550388565286813,专业洗发水推荐,7,9,www.78fz.com/bbs/viewthread.php?tid=35320,洗发水
06:35:48,12550388565286813,专业洗发水推荐,10,10,zhidao.baidu.com/question/12537205,洗发水
06:39:12,39215067886321925,自制眼部去皱面膜,2,15,www.okwang.cn/h/090130503/200643.htm,面膜
06:41:16,39215067886321925,自制眼部去皱面膜,3,16,zhidao.baidu.com/question/19846471.html?si=3,面膜
06:41:19,12550388565286813,什么洗发水好,2,13,iask.sina.com.cn/b/9816046.html,洗发水
06:44:01,12550388565286813,专业洗发水推荐,66,16,bbs.lady.tom.com/ot_99_1459_1_1.html,洗发水
06:46:22,12550388565286813,专业洗发水推荐,78,19,wenwen.soso.com/z/q35089617.htm,洗发水
06:47:47,12550388565286813,补水+洗发水推荐,1,21,zhidao.baidu.com/question/40139991,洗发水
06:48:20,12550388565286813,补水+洗发水推荐,7,23,www.beautyface8.cn/mf/jchf/v5fw2.html,洗发水
07:29:14,85806580517175,自制祛斑面膜,1,1,lady.anhuinews.com/system/2004/06/16/000671182.shtml,面膜
07:29:55,85806580517175,自制祛斑面膜,2,2,eladies.sina.com.cn/beauty1/2007/0113/1221375763.html,面膜
07:30:36,85806580517175,自制祛斑面膜,4,3,seban4235042.china315.com/,面膜
07:30:51,85806580517175,自制祛斑面膜,3,4,www.opc5a.com/subject/ShowArticle1.asp?ArticleID=1349,面膜
07:31:35,85806580517175,自制祛斑面膜,10,5,www.bcuo.net/fuhu/diy/20070418/767.html,面膜
07:32:51,85806580517175,自制祛斑面膜,18,7,www.aikj.com/B/mbqb/0762919251812972.html,面膜
07:34:14,85806580517175,自制祛斑面膜,14,9,www.25dx.com/woman/2006/200612/2006-12-07/333086_2.html,面膜
08:00:29,03496933998158919,索尼笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=TmIRJjyku5xwyWzSlxclllrAlyll4eSulFwXngXGvZISllllGxxAltsTenpehr847bfCiDFUllllll==&q=cGlkPWZ5bG9uZyZyPTYmaD0xNjg0NDQ3MjAmdj03JmM9TwA=&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259450%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
08:00:30,03496933998158919,索尼笔记本电脑,1,2,"click.cpc.sogou.com/bill_cpc?p=TmIRJjyku5xwyWzSlxclllrAlyll4eSulFwXngXGvZISllllGxxAltsTenpehr847bfCiDFUllllll==&q=cGlkPWZ5bG9uZyZyPTYmaD0xNjg0NDQ3MjAmdj03JmM9TwA=&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259450%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
08:01:18,6732446614251775,神舟笔记本电脑报价,1,5,detail.zol.com.cn/notebook_index/subcate16_1191_list_1.html,笔记本电脑
08:02:13,46113698689286375,神舟笔记本电脑如何,2,1,iask.sina.com.cn/b/1995057.html,笔记本电脑
08:06:47,6732446614251775,神舟笔记本电脑报价,4,7,product.intozgc.com/notebook/cat13_312_list_1.html,笔记本电脑
08:07:08,6732446614251775,神舟笔记本电脑报价,7,9,digi.qq.com/a/20060510/000168.htm,笔记本电脑
08:07:40,6732446614251775,神舟笔记本电脑报价,8,11,product.pcpop.com/nb/00258_1.html,笔记本电脑
08:15:56,632025203241797,敷完面膜后怎样护肤,2,1,zhidao.baidu.com/question/49316191,面膜
08:16:13,632025203241797,敷完面膜后怎样护肤,4,2,women.sohu.com/20060414/n242792103.shtml,面膜
08:21:22,7247417538829899,祛斑面膜,1,1,www.pclady.com.cn/beauty/bl/class/teachdiy/0507/47035.html,面膜
08:28:18,7247417538829899,祛斑面膜diy,4,3,www.cc120.cn/News/2007326145154-78893-0.html,面膜
08:32:56,47894533783259435,敷完面膜后怎样护肤,1,1,zhidao.baidu.com/question/7645202,面膜
08:39:24,7321800620420289,净水器,10,1,baike.baidu.com/view/296942.htm,净水器
08:46:47,9256378571159906,神舟笔记本电脑如何,3,1,zhidao.baidu.com/question/18087398,笔记本电脑
08:47:21,9256378571159906,神舟笔记本电脑如何,4,2,ks.cn.yahoo.com/question/1306061803349.html,笔记本电脑
08:47:55,9256378571159906,神舟笔记本电脑如何,5,3,iask.sina.com.cn/b/8391826.html?from=related,笔记本电脑
08:48:48,34545151050263994,戴尔笔记本电脑,1,2,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
08:50:53,9256378571159906,神舟笔记本电脑如何,6,4,wenwen.soso.com/z/q31602709.htm,笔记本电脑
08:55:42,35391414020991757,联想笔记本电脑,4,1,product.pcpop.com/NB/00220_1.html,笔记本电脑
08:55:45,35391414020991757,联想笔记本电脑,3,2,product.it168.com/list/b/03010377_1.shtml,笔记本电脑
09:01:45,3554408491143741,索尼笔记本电脑pcg-tr2c液晶屏,2,2,pop.pcpop.com/041117/1335935.html,笔记本电脑
09:02:55,34545151050263994,戴尔笔记本电脑,1,3,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
09:04:58,999509223039845,自制去斑面膜,1,37,www.opc5a.com/subject/ShowArticle1.asp?ArticleID=1349,面膜
09:05:23,999509223039845,自制去斑面膜,4,38,zhidao.baidu.com/question/25845709.html?si=6,面膜
09:06:10,999509223039845,自制去斑面膜,19,40,ask.ci123.com/questions/show/77544,面膜
09:07:06,34545151050263994,戴尔笔记本电脑,1,4,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
09:09:48,9002241293747663,如何自制补水面膜,2,1,ks.cn.yahoo.com/question/1406082604606.html,面膜
09:11:39,4266217759439655,戴尔笔记本电脑质量,1,2,zhidao.baidu.com/question/12074924,笔记本电脑
09:11:44,2903334399770504,敷完面膜后怎样护肤,1,1,zhidao.baidu.com/question/7645202,面膜
09:12:04,9002241293747663,如何自制补水面膜,7,2,iask.sina.com.cn/b/4720382.html?from=related,面膜
09:12:45,2903334399770504,敷完面膜后怎样护肤,2,2,zhidao.baidu.com/question/49316191,面膜
09:12:53,2903334399770504,敷完面膜后怎样护肤,3,3,www.charcoalcn.com/html/mianmo/miemiejiaonizenyangfupianshimianmo_yuno_buyaozheyangzaotamianmo_kuo__18708.html,面膜
09:13:20,34545151050263994,戴尔笔记本电脑,1,5,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
09:14:58,9002241293747663,自制补水面膜的方法,2,4,www.mrjk8.com/html/mryy/mryy150.htm,面膜
09:17:34,9002241293747663,自制补水面膜的方法,1,5,wenwen.soso.com/z/q34211711.htm,面膜
09:19:40,34545151050263994,戴尔笔记本电脑,5,6,www.pc55.net/dellbjbdnbj/,笔记本电脑
09:20:00,34545151050263994,戴尔笔记本电脑,1,7,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
09:22:19,3568360491810798,笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=MTcCOmzGCtCwyKXjl2ylllrAlyll4eS2lFwXnNhOLsCSllllGx4Alb43sGWesrgXe2ylllll&q=cGlkPWZ5bG9uZyZyPTMwJmg9MTY4NDQ0NzIwJnY9NyZjPU8A&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259466%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
09:29:46,9363345044402356,笔记本电脑,2,1,click.cpc.sogou.com/bill_cpc?p=9BpXZuY1SiBwyKHflxcll4TFlZlxnwcClF3uTRZaPePqllllpxRAlE43sGWesrgXe2ylllll&q=cGlkPXNvaHUmcj0xNCZoPTE2ODQ0NDcyMCZ2PTEmYz1PAA==&url=http://www.hzysm.com,笔记本电脑
09:30:11,9147484618070238,笔记本电脑连接电视,1,2,wenwen.soso.com/z/q37605979.htm,笔记本电脑
09:31:46,6732285521398673,平价面膜,1,1,www.mpdaogou.com/Cosmetic/article/2007/10/20/921de38c5a5c4a75844c515b55d85d39/,面膜
09:31:49,6732285521398673,平价面膜,2,2,female.jxnews.com.cn/system/2007/12/17/002634898.shtml,面膜
09:31:53,6732285521398673,平价面膜,3,3,forum.taobao.com/forum-16/show_thread----8257757-.htm,面膜
09:31:59,6732285521398673,平价面膜,4,4,she.zjol.com.cn/05she/system/2008/04/11/009404527.shtml,面膜
09:32:37,9147484618070238,笔记本电脑连接电视,10,3,www.wzlu.com/article/5/2008/2008032714778.html,笔记本电脑
09:34:32,6979738831192506,净水器配件展会,1,1,www.chem17.net/products/show/96807.asp,净水器
09:35:34,6979738831192506,净水器配件,1,3,china-shop.coovee.net/Product/Detail7574/Index.Html,净水器
09:36:12,6979738831192506,净水器配件,6,4,jlyjsq.b2b.hc360.com/supply/1215373.html,净水器
09:36:49,6979738831192506,净水器配件,7,5,china-business.coovee.net/Business/Detail265313/Index.Html,净水器
09:37:24,6979738831192506,净水器配件展会,11,7,www.huiyee.com/event/2008cnwater/index.html,净水器
09:43:45,6979738831192506,净水器配件展会,22,9,www.54wenhao.com/p/qymldq/archives/2007/1732.htm,净水器
09:44:01,6979738831192506,净水器配件展会,23,11,www.hwcc.com.cn/newsdisplay/newsdisplay.asp?Id=188203,净水器
09:47:11,5039662868799533,敷完面膜后怎样护肤,1,2,zhidao.baidu.com/question/7645202,面膜
09:47:22,6732285521398673,平价面膜,8,5,eladies.sina.com.cn/beauty/p/2008/0414/0926691371.shtml,面膜
09:47:25,6979738831192506,净水器配件展会,27,13,www.fkjk.com/,净水器
09:48:05,6979738831192506,净水器配件展会,40,15,www.cepi.com.cn/exhibition/html/20070713110855756.htm,净水器
09:48:33,6979738831192506,净水器配件展会,41,17,www.eastfair.com/public/exhibition_more.asp?ieid=20708,净水器
09:49:04,03554832661434071,长城笔记本电脑价格,1,1,product.enet.com.cn/price/plist4_2594.shtml,笔记本电脑
09:51:44,04493547712294832,博寇洗发水,1,4,"www.search.hc360.com/cgi-bin/ls,------wl5mnn574i-0---------1--------wku37xgpws32fs5o-.html",洗发水
09:51:54,04493547712294832,博寇洗发水,2,5,bbs.hualongxiang.com/archiver/?tid-3862168.html&fJwVv1=ssPJDwelrR1,洗发水
09:52:04,04493547712294832,博寇洗发水,3,6,bbs.lccz.com/viewthread.php?tid=3862169&extra=page%3D5,洗发水
09:52:28,9680106335485143,笔记本电脑,1,1,"click.cpc.sogou.com/bill_cpc?p=YjX3peuK$kBwykRyl2ylllrAlyll4eS2lFwXnNEb6GxSllllGx4Alb43sGWesrgXe2ylllll&q=cGlkPWZ5bG9uZyZyPTMwJmg9MTY4NDQ0NzIwJnY9NyZjPU8A&url=http://smartkeyword.allyes.com/main/adfclick%3Fdb=smartkeyword%26bid=1,101,4%26cid=1,0,0%26kv=kvid/259466%26show=ignore%26url=http://www.sonystyle.com.cn/products/vaio/index.htm%3FidObj=tz3",笔记本电脑
09:53:36,1283180905168248,洗发水,10,2,www.luce.com.cn/prodlist.php?CategoryID=45,洗发水
09:55:29,6732285521398673,好用的平价面膜,3,8,lady.ewsos.com/html/17500.htm,面膜
10:03:57,0159386564074947,敷完面膜后怎样护肤,1,4,zhidao.baidu.com/question/7645202,面膜
10:04:32,35038802075687003,惠普笔记本电脑2133,2,1,www.impresswatch.com.cn/itwatch/315/8071815.shtml,笔记本电脑
10:08:07,5397856844534198,戴尔笔记本电脑,5,2,www.pc55.net/dellbjbdnbj/,笔记本电脑
10:08:26,41043849989717457,笔记本电脑,2,1,click.cpc.sogou.com/bill_search?p=B1pOdnFzstqwykvvlxcll4TFlZlxnwcClF3uTRLjj@JNllllGS4hlE43sGWesrgXe2ylllll&q=cGlkPXNvZ291JnI9MzEmaD0xNjg0NDQ3MjAmdj0xJmM9TAA=&url=http://www.hzysm.com,笔记本电脑
10:08:28,2450372822399941,笔记本电脑报价,1,1,notebook.yesky.com/,笔记本电脑
10:08:49,5397856844534198,戴尔笔记本电脑,1,3,product.it168.com/list/b/03010064_1.shtml,笔记本电脑
10:10:00,6979738831192506,净水器展会,26,23,www.v17go.com/bbs/viewthread.php?tid=250382,净水器
10:11:03,16794464409263593,唐妃纯中药面膜,2,1,zhidao.baidu.com/question/31775886,面膜
10:11:24,16794464409263593,唐妃纯中药面膜,3,2,club.alipay.com/show_thread-118---6065295-.htm,面膜
10:12:00,36723607592264656,七匹狼羽绒服（女款）,1,4,auction1.taobao.com/auction/16-50008900/item_detail-0db1-4c243ed627b29dd6c859e9dd58228ea7.jhtml,羽绒服
10:12:39,6979738831192506,净水器展会,46,26,"supply.changshang.com/buy/index,1,9529,10074.html",净水器
10:13:11,36723607592264656,七匹狼羽绒服（女款）,10,5,ever.xhby.net/content/2007-07/14/content_1573642.htm,羽绒服
10:13:28,6979738831192506,净水器展会,49,27,www.8264.cn/12557.html,净水器
10:13:58,35038802075687003,惠普笔记本电脑2133,3,2,notebook.yesky.com/notebookkpzt/390/8096390.shtml,笔记本电脑
10:14:14,36723607592264656,耐克羽绒服图片,1,7,hot.21goo.com/sells/5c3d735b16853ab701168e18a91f26a2/,羽绒服
10:14:20,36723607592264656,耐克羽绒服图片,3,8,sale.jinti.com/439/6/d2023.htm,羽绒服
10:14:21,35038802075687003,惠普笔记本电脑2133,3,3,notebook.yesky.com/notebookkpzt/390/8096390.shtml,笔记本电脑
10:14:52,6657563458361491,IBM笔记本电脑,1,1,www.51ibm.com/,笔记本电脑
10:14:54,36723607592264656,耐克羽绒服图片,6,9,zhidao.baidu.com/question/28210247,羽绒服
10:15:26,16794464409263593,唐妃纯中药面膜,6,3,club.alipay.com/show_thread-118---6069944-.htm,面膜
10:15:33,35038802075687003,惠普笔记本电脑2133,4,4,www.pcarm.com/picture2934.shtml,笔记本电脑
10:15:35,36723607592264656,羽绒服图片,2,11,www.b2byurongfu.cn/,羽绒服
10:15:57,16794464409263593,唐妃纯中药面膜,7,4,auction1.paipai.com/8A043D0200000000000A366202BBE105,面膜
10:16:06,35038802075687003,惠普笔记本电脑2133,7,5,info.edu.hc360.com/2008/04/110854137346.shtml,笔记本电脑
10:17:09,35038802075687003,惠普笔记本电脑2133,8,6,notebook.pconline.com.cn/price/sh/0804/1270506.html,笔记本电脑
10:17:57,9917189986136941,笔记本电脑主板,8,1,wenwen.soso.com/z/q33507194.htm,笔记本电脑
10:18:00,8687263617115224,沁源净水器,1,1,media.qianlong.com/38685/2008/04/21/3442@4406491.htm,净水器
10:18:13,16794464409263593,唐妃纯中药面膜,8,5,bbs.iyaya.com/110/2-600083-1172574798.htm,面膜
10:18:29,8687263617115224,沁源净水器,3,2,www.youboy.com/s8677.html,净水器
10:18:39,16794464409263593,唐妃纯中药面膜,14,7,www.cnnl.net/viewthread.php?tid=30444,面膜
10:18:50,16794464409263593,唐妃纯中药面膜,18,8,www.xfzn.net.cn/huazhuang/zhishiwenda/2007-12-03/3827.html,面膜
10:18:54,8687263617115224,厨房用沁源净水器,1,3,www.buyman.cn/Goods10777.htm,净水器
10:19:08,36723607592264656,波司登羽绒服图片,5,13,photo.ppsj.com.cn/list/282/,羽绒服
10:19:18,16794464409263593,唐妃纯中药面膜,19,9,auction1.taobao.com/auction/item_detail-0db1-3e4e26e753740189836994ae19d7fe14.jhtml,面膜
10:19:29,16794464409263593,唐妃纯中药面膜,20,10,my.taobao.com/mytaobao/user-rate-1eb42473e4c073617a02636434d4123d.htm,面膜
10:19:38,36723607592264656,波司登羽绒服图片,7,14,www.ppsj.com.cn/art/8954/,羽绒服
10:20:35,9917189986136941,笔记本电脑主板,22,4,www.nbdoctor.cn/News-Detail/Faq-Failure/Faq-Failure-1082.htm,笔记本电脑
10:20:55,36723607592264656,波司登羽绒服图片,8,15,www.99shishang.cn/data/2006/1207/article_2828.html,羽绒服
10:22:45,9917189986136941,sony笔记本电脑大板,6,5,auction1.paipai.com/4E432E0500000000004E35A801320CB2?PTAG=10.2.13,笔记本电脑
10:23:36,16794464409263593,唐妃纯中药面膜,26,12,www.evcip.com/dr/health/200609/74609.shtml,面膜
10:24:27,9917189986136941,sony笔记本电脑报价,2,7,product.enet.com.cn/price/plist4_2452.shtml,笔记本电脑
10:24:30,16794464409263593,唐妃纯中药面膜,44,15,82.165.239.201/company/CN/Chongqing/Jiangbei/19419.html,面膜
10:25:03,16794464409263593,唐妃纯中药面膜,54,17,bbs.ynet.com/viewthread.php?tid=308307,面膜
10:25:23,16794464409263593,唐妃纯中药面膜,58,18,pop.pcpop.com/070506/3098487.html,面膜
10:25:30,6063113819695416,敷完面膜后怎样护肤,7,1,bbs.lady.163.com/bbs/beautify/601423.html,面膜
10:26:04,9917189986136941,sony笔记本电脑大板报价,13,9,www.xj133.com/bazaar-computer-network-internet-software-puncher-wireless/i00164259.html,笔记本电脑
10:26:24,16794464409263593,唐妃纯中药面膜,69,21,bbs.mpdaogou.com/showtopic-251506-2.html,面膜
10:26:25,6063113819695416,敷完面膜后怎样护肤,10,2,www.pclady.com.cn/beauty/skin/skin/0710/203518_4.html,面膜
10:27:36,16794464409263593,唐妃纯中药面膜,98,25,www.hospital-health.cn/1/93220b901252f760c.html,面膜
10:27:39,16794464409263593,唐妃纯中药面膜,99,26,forum.taobao.com/forum-16/show_thread----4020477-.htm,面膜
10:28:10,6063113819695416,敷完面膜后怎样护肤,9,3,www.qingdaolife.com/ask/prink/154380.htm,面膜
10:28:46,6979738831192506,净水器展会,66,30,www.cn-solar.net/news/200512/1492520077231410291702.html,净水器
10:28:54,16794464409263593,唐妃纯中药面膜,106,28,avpp.cn/simple/index.php?t51573.html,面膜
10:29:04,16794464409263593,唐妃纯中药面膜,108,29,so.iyaya.com/1/1-3-?\xa3\xa4?\xa8\xa6??\xa8\xa8\xa1\xe8????.html,面膜
